Label (Grouping),Alabama!!Total!!Estimate,Alabama!!Unemployment rate!!Estimate,Alaska!!Total!!Estimate,Alaska!!Unemployment rate!!Estimate,Arizona!!Total!!Estimate,Arizona!!Unemployment rate!!Estimate,Arkansas!!Total!!Estimate,Arkansas!!Unemployment rate!!Estimate,California!!Total!!Estimate,California!!Unemployment rate!!Estimate,Colorado!!Total!!Estimate,Colorado!!Unemployment rate!!Estimate,Connecticut!!Total!!Estimate,Connecticut!!Unemployment rate!!Estimate,Delaware!!Total!!Estimate,Delaware!!Unemployment rate!!Estimate,District of Columbia!!Total!!Estimate,District of Columbia!!Unemployment rate!!Estimate,Florida!!Total!!Estimate,Florida!!Unemployment rate!!Estimate,Georgia!!Total!!Estimate,Georgia!!Unemployment rate!!Estimate,Hawaii!!Total!!Estimate,Hawaii!!Unemployment rate!!Estimate,Idaho!!Total!!Estimate,Idaho!!Unemployment rate!!Estimate,Illinois!!Total!!Estimate,Illinois!!Unemployment rate!!Estimate,Indiana!!Total!!Estimate,Indiana!!Unemployment rate!!Estimate,Iowa!!Total!!Estimate,Iowa!!Unemployment rate!!Estimate,Kansas!!Total!!Estimate,Kansas!!Unemployment rate!!Estimate,Kentucky!!Total!!Estimate,Kentucky!!Unemployment rate!!Estimate,Louisiana!!Total!!Estimate,Louisiana!!Unemployment rate!!Estimate,Maine!!Total!!Estimate,Maine!!Unemployment rate!!Estimate,Maryland!!Total!!Estimate,Maryland!!Unemployment rate!!Estimate,Massachusetts!!Total!!Estimate,Massachusetts!!Unemployment rate!!Estimate,Michigan!!Total!!Estimate,Michigan!!Unemployment rate!!Estimate,Minnesota!!Total!!Estimate,Minnesota!!Unemployment rate!!Estimate,Mississippi!!Total!!Estimate,Mississippi!!Unemployment rate!!Estimate,Missouri!!Total!!Estimate,Missouri!!Unemployment rate!!Estimate,Montana!!Total!!Estimate,Montana!!Unemployment rate!!Estimate,Nebraska!!Total!!Estimate,Nebraska!!Unemployment rate!!Estimate,Nevada!!Total!!Estimate,Nevada!!Unemployment rate!!Estimate,New Hampshire!!Total!!Estimate,New Hampshire!!Unemployment rate!!Estimate,New Jersey!!Total!!Estimate,New Jersey!!Unemployment rate!!Estimate,New Mexico!!Total!!Estimate,New Mexico!!Unemployment rate!!Estimate,New York!!Total!!Estimate,New York!!Unemployment rate!!Estimate,North Carolina!!Total!!Estimate,North Carolina!!Unemployment rate!!Estimate,North Dakota!!Total!!Estimate,North Dakota!!Unemployment rate!!Estimate,Ohio!!Total!!Estimate,Ohio!!Unemployment rate!!Estimate,Oklahoma!!Total!!Estimate,Oklahoma!!Unemployment rate!!Estimate,Oregon!!Total!!Estimate,Oregon!!Unemployment rate!!Estimate,Pennsylvania!!Total!!Estimate,Pennsylvania!!Unemployment rate!!Estimate,Rhode Island!!Total!!Estimate,Rhode Island!!Unemployment rate!!Estimate,South Carolina!!Total!!Estimate,South Carolina!!Unemployment rate!!Estimate,South Dakota!!Total!!Estimate,South Dakota!!Unemployment rate!!Estimate,Tennessee!!Total!!Estimate,Tennessee!!Unemployment rate!!Estimate,Texas!!Total!!Estimate,Texas!!Unemployment rate!!Estimate,Utah!!Total!!Estimate,Utah!!Unemployment rate!!Estimate,Vermont!!Total!!Estimate,Vermont!!Unemployment rate!!Estimate,Virginia!!Total!!Estimate,Virginia!!Unemployment rate!!Estimate,Washington!!Total!!Estimate,Washington!!Unemployment rate!!Estimate,West Virginia!!Total!!Estimate,West Virginia!!Unemployment rate!!Estimate,Wisconsin!!Total!!Estimate,Wisconsin!!Unemployment rate!!Estimate,Wyoming!!Total!!Estimate,Wyoming!!Unemployment rate!!Estimate,Puerto Rico!!Total!!Estimate,Puerto Rico!!Unemployment rate!!Estimate
Population 16 years and over,"4,093,740",4.30%,"575,934",4.60%,"5,961,733",4.30%,"2,430,600",4.50%,"31,552,708",5.30%,"4,776,317",3.50%,"2,986,455",4.70%,"835,365",4.30%,"557,547",5.10%,"18,459,053",4.00%,"8,708,310",4.20%,"1,175,667",3.60%,"1,530,729",3.00%,"10,199,598",4.80%,"5,456,066",3.60%,"2,570,925",2.90%,"2,330,842",3.60%,"3,626,511",4.30%,"3,656,541",5.40%,"1,170,061",3.30%,"4,974,349",4.00%,"5,805,465",4.10%,"8,179,427",4.60%,"4,579,443",3.20%,"2,341,292",4.90%,"4,974,792",3.70%,"916,289",3.00%,"1,547,790",2.30%,"2,572,023",5.50%,"1,177,400",2.50%,"7,510,983",5.00%,"1,710,459",4.80%,"16,154,241",5.10%,"8,671,939",3.80%,"617,710",2.20%,"9,506,533",3.70%,"3,178,852",4.20%,"3,509,464",4.30%,"10,660,341",4.30%,"916,019",4.50%,"4,294,594",4.40%,"716,965",2.80%,"5,699,603",3.40%,"23,471,441",4.40%,"2,560,844",2.70%,"548,050",2.80%,"7,041,278",3.60%,"6,328,051",4.10%,"1,466,266",4.70%,"4,802,830",2.80%,"465,883",3.80%,"2,781,341",9.90%
